1	0.00000
2	0.00000
3	0.00000
4	0.00000
5	0.00000
6	0.00000
7	0.00000
8	0.00000
9	1.66667
10	0.33333
11	1.66667
12	0.33333
13	1.66667
14	2.66667
15	2.66667
16	15.33333
17	54.33333
18	80.00000
19	84.33333
20	88.33333
21	99.33333
22	101.66667
23	104.66667
24	103.00000
25	106.66667
26	108.00000
27	109.66667
28	111.00000
29	113.00000
30	114.66667
31	116.00000
32	117.00000
33	118.00000
34	120.00000
35	122.33333
36	123.66667
37	124.33333
38	123.66667
39	124.00000
40	124.00000
41	124.33333
42	127.00000
43	129.00000
44	130.00000
45	130.00000
46	130.00000
47	131.00000
48	132.00000
49	129.33333
50	132.00000
51	134.33333
52	134.33333
53	133.00000
54	133.00000
55	135.00000
56	137.00000
57	133.33333
58	134.00000
59	134.66667
60	136.00000
61	137.00000
62	138.33333
63	139.00000
64	139.33333
65	140.33333
66	139.66667
67	139.33333
68	139.66667
69	139.66667
70	140.00000
71	139.66667
72	139.00000
73	140.66667
74	140.66667
75	141.66667
76	142.66667
77	143.00000
78	143.66667
79	144.66667
80	144.66667
81	145.66667
82	143.66667
83	143.00000
84	144.33333
85	144.33333
86	143.00000
87	143.66667
88	145.33333
89	145.66667
90	147.00000
91	148.00000
92	147.33333
93	145.33333
94	145.33333
95	147.33333
96	150.00000
97	148.66667
98	147.00000
99	146.00000
100	145.33333
101	146.33333
102	146.33333
103	147.00000
104	146.33333
105	149.33333
106	149.33333
107	150.00000
108	150.00000
109	150.00000
110	150.33333
111	151.00000
112	151.00000
113	152.00000
114	152.00000
115	152.00000
116	153.00000
117	153.33333
118	153.00000
119	151.33333
120	150.33333
121	151.33333
122	152.33333
123	154.00000
124	153.33333
125	152.33333
126	152.33333
127	153.33333
128	154.33333
129	152.66667
130	152.33333
131	152.66667
132	154.66667
133	155.33333
134	153.66667
135	153.33333
136	154.33333
137	151.33333
138	153.00000
139	155.00000
140	156.00000
141	155.00000
142	154.66667
143	153.66667
144	153.66667
145	155.33333
146	154.33333
147	153.33333
148	153.33333
149	153.33333
150	153.33333
151	151.66667
152	150.66667
153	155.33333
154	156.33333
155	157.33333
156	156.66667
157	156.66667
158	156.33333
159	157.33333
160	158.33333
161	156.33333
162	155.33333
163	155.33333
164	154.66667
165	155.33333
166	155.66667
167	156.66667
168	157.33333
169	156.00000
170	156.00000
171	156.66667
172	157.66667
173	159.33333
174	159.66667
175	158.66667
176	157.66667
177	155.66667
178	156.66667
179	158.33333
180	159.66667
181	160.66667
182	160.00000
183	159.33333
184	158.66667
185	158.33333
186	158.66667
187	159.33333
188	160.00000
189	160.00000
190	159.33333
191	158.66667
192	158.33333
193	157.33333
194	159.00000
195	161.00000
196	161.00000
197	160.00000
198	158.33333
199	157.66667
200	157.00000
201	157.00000
202	157.00000
203	157.33333
204	158.66667
205	159.33333
206	160.33333
207	160.66667
208	161.00000
209	161.00000
210	158.33333
211	158.33333
212	160.33333
213	160.33333
214	159.33333
215	160.00000
216	163.00000
217	162.66667
218	161.66667
219	160.66667
220	159.00000
221	159.00000
222	159.33333
223	161.00000
224	161.33333
225	163.66667
226	162.00000
227	161.00000
228	160.00000
229	161.00000
230	161.00000
231	161.00000
232	161.00000
233	162.00000
234	162.00000
235	161.00000
236	161.00000
237	161.00000
238	161.00000
239	162.00000
240	162.33333
241	161.33333
242	161.33333
243	161.33333
244	160.66667
245	160.66667
246	160.66667
247	160.66667
248	160.66667
249	162.00000
250	160.33333
251	159.00000
252	158.33333
253	159.33333
254	160.00000
255	161.33333
256	161.33333
257	161.00000
258	162.00000
259	162.00000
260	161.00000
261	160.00000
262	161.00000
263	162.66667
264	164.00000
265	163.33333
266	163.33333
267	163.33333
268	162.66667
269	162.66667
270	162.66667
271	162.66667
272	162.33333
273	160.66667
274	160.66667
275	159.66667
276	159.66667
277	159.66667
278	160.00000
279	161.00000
280	161.00000
281	159.00000
282	160.66667
283	161.00000
284	161.66667
285	163.33333
286	165.33333
287	164.66667
288	162.66667
289	158.33333
290	159.33333
291	161.33333
292	162.66667
293	163.33333
294	163.33333
295	164.33333
296	165.00000
297	162.33333
298	163.33333
299	164.33333
300	163.66667
301	162.66667
302	161.66667
303	162.66667
304	164.33333
305	163.33333
306	163.33333
307	162.33333
308	162.00000
309	161.66667
310	161.33333
311	161.00000
312	161.00000
313	161.00000
314	161.66667
315	162.33333
316	163.00000
317	163.00000
318	162.33333
319	161.33333
320	161.33333
321	163.00000
322	163.00000
323	163.00000
324	163.33333
325	163.33333
326	163.33333
327	163.33333
328	163.33333
329	162.33333
330	162.33333
331	162.33333
332	162.66667
333	163.33333
334	163.33333
335	164.33333
336	164.33333
337	164.00000
338	163.66667
339	162.33333
340	160.33333
341	160.33333
342	162.00000
343	163.33333
344	163.00000
345	163.66667
346	163.66667
347	162.00000
348	161.33333
349	161.00000
350	161.00000
351	161.66667
352	161.66667
353	162.33333
354	162.33333
